Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
424,424,"public void METHOD_1 ( ) { if ( VAR_1 . METHOD_2 ( VAR_2 ) ) { VAR_1 . METHOD_3 ( VAR_2 ) ; } else { super . METHOD_1 ( ) ; METHOD_4 ( VAR_3 , VAR_4 ) ; } }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_4 ( VAR_3 , VAR_4 ) ; }","['Move Invocation', 'Move Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete Block', 'Delete If']",500,['Delete Invocation'],"['Invocation', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation', 'Block', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.09090909090909091,0.16666666666666669,1,0,10
425,425,public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_1 . METHOD_3 ( ) ; if ( METHOD_4 ( VAR_2 ) ) TYPE_1 . METHOD_5 ( view ) . METHOD_6 ( VAR_2 ) ; },public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . METHOD_3 ( ) ; if ( METHOD_4 ( VAR_2 ) ) TYPE_1 . METHOD_5 ( view ) . METHOD_6 ( VAR_2 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",501,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
426,426,public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; METHOD_4 ( ( STRING_1 + ( VAR_2 ) ) ) ; VAR_3 . METHOD_5 ( ) ; VAR_4 . METHOD_1 ( ) ; },public void METHOD_1 ( ) { METHOD_4 ( ( STRING_1 + ( VAR_2 ) ) ) ; VAR_3 . METHOD_5 ( ) ; VAR_4 . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",502,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,2,0,2
427,427,public void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( ) ; getActivity ( ) . METHOD_3 ( VAR_1 ) ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( ) ; },"['Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",503,['Delete Invocation'],"['Invocation', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
428,428,public void METHOD_1 ( ) { VAR_1 . append ( STRING_1 ) . append ( CHAR_1 ) ; },public void METHOD_1 ( ) { },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",504,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.2,0.33333333333333337,1,0,4
429,429,public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 { VAR_2 . METHOD_2 ( ( STRING_1 + VAR_1 ) ) ; VAR_3 . METHOD_1 ( VAR_1 ) ; VAR_2 . METHOD_2 ( ( STRING_2 + VAR_1 ) ) ; return VAR_1 ; },public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 { VAR_3 . METHOD_1 ( VAR_1 ) ; return VAR_1 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",505,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation', 'TypeAccess', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.2,1.0,0.2,0.33333333333333337,2,0,8
430,430,"protected void METHOD_1 ( ) { VAR_1 . i ( STRING_1 , STRING_2 ) ; super . METHOD_1 ( ) ; }",protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",506,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
431,431,"private void METHOD_1 ( ) { if ( VAR_1 . METHOD_2 ( ) ) { METHOD_3 ( VAR_1 . METHOD_4 ( ) , VAR_1 . METHOD_5 ( ) ) ; METHOD_6 ( ) ; } else { VAR_1 . METHOD_7 ( VAR_2 ) ; } }",private void METHOD_1 ( ) { if ( VAR_1 . METHOD_2 ( ) ) { METHOD_3 ( ) ; METHOD_6 ( ) ; } else { VAR_1 . METHOD_7 ( VAR_2 ) ; } },"['Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",507,['Delete Invocation'],"['TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
432,432,public void METHOD_1 ( android.view.View VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; VAR_4 . remove ( VAR_5 ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",509,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
433,433,"public double METHOD_1 ( int i , int j , java.util.ArrayList < TYPE_1 > data ) { java.lang.System.out.println ( METHOD_2 ( data , i , j ) ) ; return METHOD_2 ( data , i , j ) ; }","public double METHOD_1 ( int i , int j , java.util.ArrayList < TYPE_1 > data ) { return METHOD_2 ( data , i , j ) ; }","['Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",510,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'VariableRead', 'VariableRead', 'VariableRead', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.14285714285714285,0.25,1,0,6
434,434,"public void METHOD_1 ( TYPE_1 VAR_1 , int id ) { VAR_1 . METHOD_2 ( ) ; ( ( TYPE_2 ) ( VAR_2 . context ) ) . METHOD_3 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int id ) { VAR_1 . METHOD_2 ( ) ; }","['Delete TypeReference', 'Delete FieldRead', 'Delete Invocation']",511,['Delete Invocation'],"['TypeReference', 'FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
435,435,public synchronized void METHOD_1 ( ) { this . VAR_1 . output ( STRING_1 ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; this . VAR_1 . output ( STRING_2 ) ; },public synchronized void METHOD_1 ( ) { this . VAR_1 . output ( STRING_1 ) ; METHOD_3 ( ) ; this . VAR_1 . output ( STRING_2 ) ; },['Delete Invocation'],512,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
436,436,"public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) throws TYPE_1 { }","public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) throws TYPE_1 { java.lang.System.out.println ( ) ; }","['Insert Invocation', 'Insert FieldRead', 'Insert TypeAccess']",513,"['Insert TypeAccess', 'Insert Invocation']","['Invocation', 'FieldRead', 'TypeAccess']","['TypeAccess', 'Invocation']",GPT Missed Nodes,0.6666666666666666,1.0,0.6666666666666666,0.8,2,0,1
437,437,public java.util.Iterator iterator ( ) { return VAR_1 . iterator ( ) ; },public java.util.Iterator iterator ( ) { return null ; },"['Insert Literal', 'Delete TypeAccess', 'Delete Invocation']",514,"['Update Invocation', 'Update TypeAccess']","['Literal', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess']",GPT Missed Nodes,0.6666666666666666,0.0,0.0,0.0,0,2,3
438,438,public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( true ) ; final TYPE_1 VAR_2 = build ( ) ; VAR_2 . METHOD_3 ( ) ; },public void METHOD_1 ( ) { final TYPE_1 VAR_2 = build ( ) ; VAR_2 . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",515,['Delete Invocation'],"['TypeAccess', 'Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
439,439,"public boolean METHOD_1 ( TYPE_1 message ) { if ( message . METHOD_2 ( VAR_1 , false ) ) { TYPE_2 . METHOD_3 ( getActivity ( ) , VAR_2 , message , VAR_3 , VAR_4 ) ; return true ; } return false ; }","public boolean METHOD_1 ( TYPE_1 message ) { if ( message . METHOD_2 ( VAR_1 , false ) ) { TYPE_2 . METHOD_3 ( getActivity ( ) , VAR_2 , message , VAR_4 ) ; return true ; } return false ; }",['Delete TypeAccess'],516,['Delete LocalVariable'],['TypeAccess'],['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
440,440,public void add ( TYPE_1 data ) { VAR_1 [ ( ( n ) ++ ) ] = data ; if ( ( n ) == ( VAR_2 ) ) { METHOD_1 ( ( ( VAR_2 ) * INT_1 ) ) ; } },public void add ( TYPE_1 data ) { VAR_1 [ ( ( n ) ++ ) ] = data ; if ( ( n ) == ( VAR_2 ) ) { METHOD_1 ( ( ( n ) * INT_1 ) ) ; } },['Update FieldRead'],517,['Update TypeReference'],['FieldRead'],['TypeReference'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
441,441,protected void METHOD_1 ( java.lang.Void VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_2 . METHOD_2 ( ) ; METHOD_3 ( ) ; },protected void METHOD_1 ( java.lang.Void VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",518,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
442,442,public void METHOD_1 ( ) throws TYPE_1 { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; VAR_2 . METHOD_3 ( ) ; } },public void METHOD_1 ( ) throws TYPE_1 { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; } },"['Delete TypeAccess', 'Delete Invocation']",519,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
443,443,public void METHOD_1 ( android.view.View VAR_1 ) { switch ( VAR_2 . getId ( ) ) { case VAR_3 : METHOD_2 ( VAR_4 ) ; METHOD_3 ( ) ; break ; } },public void METHOD_1 ( android.view.View VAR_1 ) { switch ( VAR_2 . getId ( ) ) { case VAR_3 : METHOD_2 ( VAR_4 ) ; break ; } },['Delete Invocation'],520,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
444,444,"protected void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) VAR_1 . METHOD_2 ( ) ; else this . METHOD_3 ( ) . METHOD_4 ( this . METHOD_5 ( ) , null ) ; }",protected void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) VAR_1 . METHOD_2 ( ) ; },"['Delete ThisAccess', 'Delete Invocation', 'Delete ThisAccess', 'Delete Invocation', 'Delete Literal', 'Delete Invocation', 'Delete Block']",521,['Delete Invocation'],"['ThisAccess', 'Invocation', 'ThisAccess', 'Invocation', 'Literal', 'Invocation', 'Block']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.14285714285714285,0.25,1,0,6
445,445,"public void METHOD_1 ( ) throws java.lang.Exception { java.lang.Object VAR_1 = VAR_2 . METHOD_2 ( VAR_3 , null , VAR_4 , null ) ; METHOD_3 ( VAR_5 , VAR_1 ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { java.lang.Object VAR_1 = VAR_2 . METHOD_2 ( VAR_3 , null , VAR_4 , null ) ; assertNotNull ( VAR_1 ) ; METHOD_3 ( VAR_5 , VAR_1 ) ; }","['Insert Invocation', 'Insert VariableRead']",522,['Insert Invocation'],"['Invocation', 'VariableRead']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
446,446,private boolean METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 event = VAR_2 . get ( VAR_3 ) ; if ( event == null ) { return false ; } VAR_4 . METHOD_1 ( VAR_1 ) ; VAR_5 . setValue ( VAR_6 ) ; return true ; },private boolean METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 event = VAR_2 . get ( VAR_3 ) ; if ( event == null ) { return false ; } VAR_4 . METHOD_1 ( VAR_1 ) ; return true ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",523,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
447,447,"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_2 ( ) ; VAR_3 . METHOD_3 ( ) . METHOD_4 ( ) ; VAR_3 . METHOD_2 ( ) ; METHOD_5 ( VAR_4 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_2 ( ) ; VAR_3 . METHOD_2 ( ) ; METHOD_5 ( VAR_4 ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",524,['Delete Invocation'],"['TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
448,448,public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ) ; TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_1 . METHOD_3 ( ) ; TYPE_3 = VAR_1 . METHOD_4 ( this ) ; },public void METHOD_1 ( ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_1 . METHOD_3 ( ) ; TYPE_3 = VAR_1 . METHOD_4 ( this ) ; },"['Delete TypeAccess', 'Delete Invocation']",525,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
449,449,public void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; VAR_1 = null ; VAR_2 = null ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( ) ; VAR_1 = null ; VAR_2 = null ; },['Delete Invocation'],527,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
450,450,protected void METHOD_1 ( ) throws java.lang.Exception { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 ) ; },protected void METHOD_1 ( ) throws java.lang.Exception { super . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",528,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
451,451,"private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( VAR_2 , VAR_3 ) , VAR_4 ) ; VAR_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( VAR_5 , VAR_3 ) , VAR_6 ) ; }","private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( VAR_2 ) , VAR_4 ) ; VAR_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( VAR_5 ) , VAR_6 ) ; }","['Delete TypeAccess', 'Delete TypeAccess']",529,['Delete VariableRead'],"['TypeAccess', 'TypeAccess']",['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
452,452,void update ( ) { METHOD_1 ( ) ; },void update ( ) { },['Delete Invocation'],530,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
453,453,public void METHOD_1 ( java.util.ArrayList < TYPE_1 > VAR_1 ) { if ( ( this . VAR_2 . size ( ) ) > 0 ) this . VAR_1 . METHOD_2 ( ) ; this . VAR_1 . METHOD_3 ( VAR_1 ) ; METHOD_4 ( ) ; },public void METHOD_1 ( java.util.ArrayList < TYPE_1 > VAR_1 ) { if ( ( this . VAR_2 . size ( ) ) > 0 ) this . VAR_1 . METHOD_2 ( ) ; this . VAR_1 . METHOD_3 ( VAR_1 ) ; },['Delete Invocation'],531,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
454,454,static void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; TYPE_1 . METHOD_3 ( false ) ; java.lang.System.out.println ( STRING_1 ) ; },static void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; java.lang.System.out.println ( STRING_1 ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",532,['Delete Invocation'],"['TypeAccess', 'Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
455,455,public final void METHOD_1 ( final TYPE_1 VAR_1 ) { this . VAR_2 . METHOD_2 ( new java.util.ArrayList < TYPE_2 > ( ) ) ; this . VAR_2 . METHOD_3 ( false ) ; TYPE_3 . METHOD_4 ( this . VAR_3 ) ; },public final void METHOD_1 ( final TYPE_1 VAR_1 ) { this . VAR_2 . METHOD_2 ( new java.util.ArrayList < TYPE_2 > ( ) ) ; TYPE_3 . METHOD_4 ( this . VAR_3 ) ; },"['Delete ThisAccess', 'Delete FieldRead', 'Delete Literal', 'Delete Invocation']",536,['Delete Invocation'],"['ThisAccess', 'FieldRead', 'Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.25,0.4,1,0,3
456,456,"public static TYPE_1 METHOD_1 ( byte [ ] src ) { java.lang.System.out.println ( VAR_1 . length ) ; return ( ( TYPE_1 ) ( TYPE_2 . METHOD_1 ( src , 0 ) . METHOD_2 ( ) ) ) ; }","public static TYPE_1 METHOD_1 ( byte [ ] src ) { return ( ( TYPE_1 ) ( TYPE_2 . METHOD_1 ( src , 0 ) . METHOD_2 ( ) ) ) ; }","['Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete Invocation']",537,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
457,457,"public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_2 ( ) . METHOD_1 ( VAR_1 , id ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete FieldRead', 'Delete Invocation']",538,['Delete Invocation'],"['TypeAccess', 'Invocation', 'VariableRead', 'FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.2,0.33333333333333337,1,0,4
458,458,"public void METHOD_1 ( TYPE_1 error ) { TYPE_2 . METHOD_2 ( VAR_1 , STRING_1 ) ; }",public void METHOD_1 ( TYPE_1 error ) { },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",539,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
459,459,"public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = VAR_2 . path ( VAR_3 . var ( STRING_1 ) ) . build ( ) ; VAR_4 . assertEquals ( STRING_2 , VAR_5 . toString ( ) ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = VAR_2 . path ( var ( STRING_1 ) ) . build ( ) ; VAR_4 . assertEquals ( STRING_2 , VAR_5 . toString ( ) ) ; }",['Update TypeAccess'],540,['Delete TypeAccess'],['TypeAccess'],['TypeAccess'],Exact Match,1.0,0.0,0.0,0.0,0,1,1
460,460,private java.lang.String METHOD_1 ( java.util.Date VAR_1 ) { if ( VAR_1 == null ) { return getString ( STRING_1 ) ; } TYPE_1 VAR_2 = new TYPE_1 ( STRING_2 ) ; return VAR_3 . format ( VAR_1 ) ; },private java.lang.String METHOD_1 ( java.util.Date VAR_1 ) { if ( VAR_1 == null ) { return null ; } TYPE_1 VAR_2 = new TYPE_1 ( STRING_2 ) ; return VAR_3 . format ( VAR_1 ) ; },"['Insert Literal', 'Delete TypeAccess', 'Delete Invocation']",542,['Update Invocation'],"['Literal', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,0.0,0.0,0.0,0,1,3
461,461,"protected void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , true ) ; METHOD_2 ( VAR_1 , VAR_4 , VAR_5 , false ) ; METHOD_3 ( ) ; }","protected void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , true ) ; METHOD_2 ( VAR_1 , VAR_4 , VAR_5 , false ) ; }",['Delete Invocation'],543,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
462,462,public TYPE_1 METHOD_1 ( ) { final int VAR_1 = - 1 ; this . VAR_2 . METHOD_2 ( VAR_3 ) ; return METHOD_3 ( VAR_1 ) ; },public TYPE_1 METHOD_1 ( ) { final int VAR_1 = - 1 ; return METHOD_3 ( VAR_1 ) ; },"['Delete ThisAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",544,['Delete Invocation'],"['ThisAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.25,0.4,1,0,3
463,463,public java.util.Collection < TYPE_1 > getView ( ) { return VAR_1 . values ( ) ; },public java.util.Collection < TYPE_1 > getView ( ) { return view ; },"['Insert FieldRead', 'Delete TypeAccess', 'Delete Invocation']",545,"['Update VariableRead', 'Delete TypeAccess']","['FieldRead', 'TypeAccess', 'Invocation']","['VariableRead', 'TypeAccess']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
464,464,private void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_2 . METHOD_2 ( VAR_1 ) ; this . METHOD_3 ( VAR_1 ) ; this . METHOD_4 ( VAR_1 ) ; VAR_3 . info ( ( ( STRING_1 + VAR_1 ) + STRING_2 ) ) ; },private void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_2 . METHOD_2 ( VAR_1 ) ; this . METHOD_3 ( VAR_1 ) ; this . METHOD_4 ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",546,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'VariableRead', 'BinaryOperator', 'FieldRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.2,1.0,0.14285714285714285,0.25,1,0,6
465,465,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; VAR_2 . METHOD_2 ( TYPE_2 . METHOD_3 ( VAR_3 , VAR_4 ) ) ; VAR_2 . METHOD_4 ( this ) ; TYPE_3 . METHOD_5 ( STRING_1 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; VAR_2 . METHOD_2 ( TYPE_2 . METHOD_3 ( VAR_3 , VAR_4 ) ) ; }","['Delete TypeAccess', 'Delete ThisAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",547,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'ThisAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,2,0,4
466,466,public void METHOD_1 ( java.lang.String VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 . METHOD_2 ( ) ; java.lang.System.out.println ( STRING_2 ) ; },public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",549,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation', 'TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,2,0,6
467,467,public void METHOD_1 ( ) { buffer . METHOD_1 ( this ) ; },public void METHOD_1 ( ) { },"['Delete FieldRead', 'Delete ThisAccess', 'Delete Invocation']",550,['Delete Invocation'],"['FieldRead', 'ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
468,468,public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ) ; },public void METHOD_1 ( ) { },"['Delete TypeAccess', 'Delete Invocation']",551,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
469,469,"public boolean equals ( TYPE_1 VAR_1 ) { if ( ( VAR_2 ) == ( this . VAR_3 ) ) { return true ; } return equals ( VAR_1 , 0.0F ) ; }","public boolean equals ( TYPE_1 VAR_1 ) { return equals ( VAR_1 , 0.0F ) ; }","['Delete FieldRead', 'Delete ThisAccess', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",552,['Delete BinaryOperator'],"['FieldRead', 'ThisAccess', 'FieldRead', 'BinaryOperator', 'Literal', 'Return', 'Block', 'If']",['BinaryOperator'],GPT Missed Nodes,0.14285714285714285,1.0,0.125,0.2222222222222222,1,0,7
470,470,"public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . info ( STRING_1 , VAR_2 ) ; java.lang.Thread . METHOD_2 ( INT_1 ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . info ( STRING_1 , VAR_2 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",553,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
