fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
"public java.lang.Boolean METHOD_1 ( ) throws java.lang.Exception { try { TYPE_1 b = VAR_1 . METHOD_1 ( ) ; VAR_2 . set ( b ) ; return TYPE_2 . METHOD_2 ( VAR_3 , b ) ; } catch ( TYPE_3 VAR_4 ) { return false ; } }","public java.lang.Boolean METHOD_1 ( ) throws java.lang.Exception { try { return TYPE_2 . METHOD_2 ( a , b ) ; } catch ( TYPE_3 VAR_4 ) { return false ; } }","['Insert FieldRead', 'Insert FieldRead', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead']",254
"private void METHOD_1 ( java.lang.String VAR_1 ) { java.io.File VAR_2 = VAR_3 . METHOD_2 ( VAR_4 . METHOD_3 ( ) , VAR_1 ) ; VAR_5 . METHOD_1 ( VAR_2 ) ; }","private void METHOD_1 ( java.lang.String VAR_1 ) { VAR_5 . METHOD_1 ( VAR_3 . METHOD_2 ( VAR_4 . METHOD_3 ( ) , VAR_1 ) ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",256
"public static boolean METHOD_1 ( android.content.Context VAR_1 ) { TYPE_1 VAR_2 = VAR_1 . METHOD_2 ( VAR_3 , VAR_4 ) ; return ( VAR_5 . getString ( VAR_6 , null ) ) != null ; }",public static boolean METHOD_1 ( android.content.Context VAR_1 ) { return true ; },"['Insert Literal', 'Delete TypeReference', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Literal', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator']",259
"public boolean replace ( TYPE_1 key , TYPE_2 VAR_1 , TYPE_2 VAR_2 ) { java.lang.String k = VAR_3 . toString ( ) ; return VAR_4 . replace ( new TYPE_3 ( k , VAR_1 ) , new TYPE_3 ( k , VAR_2 ) ) ; }","public boolean replace ( TYPE_1 key , TYPE_2 VAR_1 , TYPE_2 VAR_2 ) { return VAR_4 . replace ( new TYPE_3 ( key , VAR_1 ) , new TYPE_3 ( key , VAR_2 ) ) ; }","['Update VariableRead', 'Update VariableRead', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable']",261
"public java.util.Set < TYPE_1 > METHOD_1 ( ) { java.util.Set < TYPE_1 > VAR_1 = new java.util.HashSet ( ) ; VAR_2 . add ( new TYPE_1 ( STRING_1 , STRING_2 ) ) ; return VAR_1 ; }",public java.util.Set < TYPE_1 > METHOD_1 ( ) { return null ; },"['Insert Literal', 'Delete TypeReference', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete Invocation', 'Delete VariableRead']",262
"public TYPE_1 METHOD_1 ( ) { TYPE_1 result = new TYPE_1 ( this . VAR_1 ) ; if ( ( VAR_2 ) != null ) { result . METHOD_2 ( VAR_2 , type , VAR_3 ) ; } return result ; }",public TYPE_1 METHOD_1 ( ) { return new TYPE_1 ( this . VAR_1 ) ; },"['Move ConstructorCall', 'Delete TypeReference', 'Delete LocalVariable', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If', 'Delete VariableRead']",263
public double METHOD_1 ( ) { double VAR_1 = METHOD_2 ( ( ( VAR_2 . METHOD_3 ( ) . VAR_3 ) + ( VAR_4 ) ) ) ; return VAR_1 ; },public double METHOD_1 ( ) { double VAR_1 = ( VAR_2 . METHOD_3 ( ) . VAR_3 ) + ( VAR_4 ) ; return VAR_1 ; },"['Move BinaryOperator', 'Delete Invocation']",264
public boolean METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = METHOD_2 ( VAR_1 ) ; if ( ( VAR_3 . equals ( VAR_4 ) ) || ( VAR_3 . equals ( VAR_5 ) ) ) { return false ; } return super . METHOD_1 ( VAR_1 ) ; },public boolean METHOD_1 ( TYPE_1 VAR_1 ) { return super . METHOD_1 ( VAR_1 ) ; },"['Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",268
public void METHOD_1 ( ) throws java.lang.Exception { java.io.File VAR_1 = METHOD_2 ( ) ; java.lang.String VAR_2 = VAR_3 . METHOD_3 ( VAR_1 . METHOD_4 ( ) ) ; VAR_3 . METHOD_5 ( VAR_2 ) ; },public void METHOD_1 ( ) throws java.lang.Exception { java.io.File VAR_1 = METHOD_2 ( ) ; java.lang.Object VAR_2 = VAR_3 . METHOD_3 ( VAR_1 . METHOD_4 ( ) ) ; VAR_3 . METHOD_5 ( VAR_2 ) ; },['Update TypeReference'],270
"public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 , STRING_2 ) ; TYPE_2 VAR_2 = new TYPE_3 ( VAR_1 ) ; TYPE_4 build = METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_3 ( build ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 , STRING_2 ) ; TYPE_2 VAR_2 = new TYPE_3 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",271
public void METHOD_1 ( TYPE_1 result ) { METHOD_2 ( ) ; TYPE_2 VAR_1 = ( ( TYPE_2 ) ( getActivity ( ) ) ) ; if ( VAR_1 != null ) { VAR_1 . METHOD_3 ( ) ; } },public void METHOD_1 ( TYPE_1 result ) { METHOD_2 ( ) ; ( ( TYPE_2 ) ( getActivity ( ) ) ) . METHOD_3 ( ) ; },"['Insert Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",272
public int METHOD_1 ( ) { java.lang.String VAR_1 = VAR_2 . toUpperCase ( ) ; return ( VAR_3 . METHOD_1 ( ) ) * ( VAR_1 . METHOD_1 ( ) ) ; },public int METHOD_1 ( ) { return ( VAR_3 . METHOD_1 ( ) ) * ( name . METHOD_1 ( ) ) ; },"['Insert FieldRead', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead']",274
public boolean METHOD_1 ( ) { boolean VAR_1 = ( ( VAR_2 ) == null ) || ( VAR_3 . isEmpty ( ) ) ; if ( ! VAR_1 ) { VAR_4 . METHOD_2 ( false ) ; } return VAR_1 ; },public boolean METHOD_1 ( ) { boolean VAR_1 = VAR_3 . isEmpty ( ) ; if ( ! VAR_1 ) { VAR_4 . METHOD_2 ( false ) ; } return VAR_1 ; },"['Move Invocation', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",276
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 , int VAR_3 ) { TYPE_2 VAR_4 = METHOD_2 ( ) ; if ( VAR_4 != null ) { float VAR_5 = VAR_4 . METHOD_3 ( VAR_1 ) ; METHOD_4 ( VAR_5 ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 , int VAR_3 ) { float VAR_5 = METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ; METHOD_4 ( VAR_5 ) ; }","['Update LocalVariable', 'Move Invocation', 'Move TypeReference', 'Insert Invocation', 'Move Invocation', 'Move VariableRead', 'Delete TypeReference', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete Block', 'Delete If']",277
public void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_1 = VAR_1 ; TYPE_1 VAR_2 = ( ( TYPE_1 ) ( METHOD_2 ( VAR_3 ) ) ) ; VAR_4 . setText ( VAR_1 ) ; },public void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",282
public boolean METHOD_1 ( TYPE_1 query ) { TYPE_2 VAR_1 = METHOD_2 ( query ) ; boolean result = VAR_1 . METHOD_3 ( ) ; VAR_1 . METHOD_4 ( ) ; return result ; },public boolean METHOD_1 ( TYPE_1 query ) { return METHOD_2 ( query ) . METHOD_3 ( ) ; },"['Insert Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",283
"public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { android.view.View view = VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; TYPE_4 . METHOD_3 ( STRING_1 , STRING_1 ) ; return view ; }","public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { return VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead']",287
protected void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) ; TYPE_2 VAR_3 = VAR_2 . METHOD_3 ( VAR_1 ) ; if ( VAR_3 != null ) { VAR_2 . METHOD_4 ( ) . remove ( VAR_3 ) . commit ( ) ; } },protected void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) ; VAR_2 . METHOD_4 ( ) . remove ( VAR_2 . METHOD_3 ( VAR_1 ) ) . commit ( ) ; },"['Move Invocation', 'Move Invocation', 'Delete VariableRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",290
"protected int METHOD_1 ( java.lang.String key , TYPE_1 value ) { int size = ( value . METHOD_2 ( ) ) * ( value . METHOD_3 ( ) ) ; TYPE_2 . METHOD_4 ( VAR_1 , ( STRING_1 + size ) ) ; return size ; }","protected int METHOD_1 ( java.lang.String key , TYPE_1 value ) { return ( value . METHOD_2 ( ) ) * ( value . METHOD_3 ( ) ) ; }","['Move BinaryOperator', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete VariableRead']",292
"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( getContext ( ) , STRING_1 , VAR_2 ) ; VAR_3 . show ( ) ; VAR_4 . METHOD_3 ( VAR_5 ) ; VAR_6 . METHOD_3 ( VAR_7 ) ; }",protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_4 . METHOD_3 ( VAR_5 ) ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",293
"public void METHOD_1 ( int status , java.lang.String VAR_1 ) { TYPE_1 VAR_2 = TYPE_2 . METHOD_2 ( msg ) ; TYPE_3 . METHOD_3 ( VAR_2 , status , VAR_1 , VAR_3 ) ; }","public void METHOD_1 ( int status , java.lang.String VAR_1 ) { TYPE_3 . METHOD_3 ( status , VAR_1 , VAR_3 ) ; }","['Delete TypeReference', 'Delete TypeAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead']",295
"private void METHOD_1 ( TYPE_1 content ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_2 . add ( VAR_3 , VAR_4 ) ; VAR_5 . add ( VAR_3 ) ; }",private void METHOD_1 ( TYPE_1 content ) { VAR_5 . add ( VAR_3 ) ; },"['Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",297
protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; android.view.View view = METHOD_2 ( VAR_1 ) ; if ( view != null ) { view . METHOD_3 ( VAR_2 ) ; } },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( VAR_1 ) . METHOD_3 ( VAR_2 ) ; },"['Insert Invocation', 'Move Invocation', 'Move TypeAccess', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",298
public TYPE_1 METHOD_1 ( TYPE_1 target ) { double VAR_1 = VAR_2 ; VAR_2 *= VAR_3 ; VAR_2 -= ( VAR_4 ) * ( VAR_5 ) ; VAR_4 *= VAR_3 ; VAR_4 += VAR_1 * ( VAR_5 ) ; return this ; },public TYPE_1 METHOD_1 ( TYPE_1 target ) { VAR_2 *= VAR_3 ; VAR_2 -= ( VAR_4 ) * ( VAR_5 ) ; VAR_4 *= VAR_3 ; VAR_4 += ( VAR_2 ) * ( VAR_5 ) ; return this ; },"['Move FieldRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",299
public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 VAR_2 = new TYPE_2 ( ) ; VAR_2 . METHOD_2 ( VAR_1 ) ; TYPE_1 VAR_3 = METHOD_1 ( VAR_2 ) ; if ( VAR_3 == null ) return METHOD_1 ( VAR_1 ) ; return VAR_3 ; },public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 VAR_2 = new TYPE_2 ( ) ; VAR_2 . METHOD_2 ( VAR_1 ) ; return METHOD_1 ( VAR_2 ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete If', 'Delete VariableRead']",301
public void METHOD_1 ( ) { TYPE_1 VAR_1 = METHOD_2 ( ) ; if ( ( VAR_1 != null ) && ( VAR_1 . METHOD_3 ( ) . contains ( VAR_2 ) ) ) { METHOD_4 ( VAR_2 ) ; } },public void METHOD_1 ( ) { if ( METHOD_2 ( ) . METHOD_3 ( ) . contains ( VAR_2 ) ) { METHOD_4 ( VAR_2 ) ; } },"['Insert Invocation', 'Insert Invocation', 'Move TypeAccess', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete BinaryOperator']",303
"public java.util.Set < TYPE_1 > METHOD_1 ( java.util.Collection < TYPE_1 > VAR_1 ) { return TYPE_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) , TYPE_1 . METHOD_4 ( VAR_2 . METHOD_5 ( ) , new java.util.HashSet ( VAR_1 ) ) ) ; }","public java.util.Set < TYPE_1 > METHOD_1 ( java.util.Collection < TYPE_1 > VAR_1 ) { return TYPE_1 . METHOD_4 ( VAR_2 . METHOD_5 ( ) , TYPE_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) , VAR_1 ) ) ; }","['Move Invocation', 'Move TypeAccess', 'Move Invocation', 'Move TypeAccess', 'Move VariableRead', 'Delete ConstructorCall']",304
public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( VAR_3 class ) ; VAR_4 . METHOD_3 ( VAR_1 ) ; },public void METHOD_1 ( ) { VAR_4 . METHOD_3 ( VAR_2 . METHOD_2 ( VAR_3 class ) ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",306
public java.util.List < TYPE_1 > METHOD_1 ( ) { java.lang.Long VAR_1 = VAR_2 . METHOD_2 ( ) ; java.util.List < TYPE_1 > VAR_3 = VAR_4 . METHOD_1 ( VAR_1 ) ; return VAR_3 ; },public java.util.List < TYPE_1 > METHOD_1 ( ) { java.lang.Long VAR_1 = VAR_2 . METHOD_2 ( ) ; return VAR_4 . METHOD_1 ( VAR_1 ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",309
"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( ) ; android.content.Intent VAR_2 = new android.content.Intent ( METHOD_4 ( ) , VAR_3 class ) ; METHOD_5 ( VAR_2 ) ; }",protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeReference', 'Delete Invocation', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",311
public void add ( TYPE_1 VAR_1 ) { int VAR_2 = VAR_3 . add ( VAR_1 ) ; VAR_1 . METHOD_1 ( VAR_2 ) ; },public void add ( TYPE_1 VAR_1 ) { VAR_3 . add ( VAR_1 ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",312
public void METHOD_1 ( ) { METHOD_2 ( ) ; TYPE_1 VAR_1 = VAR_2 . METHOD_3 ( 1 ) . METHOD_4 ( ) ; METHOD_5 ( VAR_1 ) ; },public void METHOD_1 ( ) { METHOD_2 ( ) ; TYPE_1 VAR_1 = VAR_2 . METHOD_3 ( 1 ) ; METHOD_5 ( VAR_1 ) ; },"['Move Invocation', 'Delete Invocation']",313
"public static void main ( java.lang.String [ ] args ) { java.lang.String VAR_1 = VAR_2 . get ( TYPE_1 . METHOD_1 ( STRING_1 ) , STRING_2 ) . toString ( ) ; TYPE_2 VAR_3 = new TYPE_2 ( ) ; VAR_3 . METHOD_2 ( VAR_1 ) ; }","public static void main ( java.lang.String [ ] args ) { java.lang.String VAR_1 = VAR_2 . get ( TYPE_1 . METHOD_1 ( STRING_1 ) , STRING_2 ) . toString ( ) ; new TYPE_2 ( VAR_1 ) ; }","['Insert ConstructorCall', 'Move VariableRead', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",316
"public float METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { long VAR_3 = ( VAR_4 ) - ( ( TYPE_3 . METHOD_2 ( ) ) - ( VAR_5 . get ( VAR_1 ) . get ( VAR_2 ) ) ) ; return VAR_3 / FLOAT_1 ; }","public long METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { return ( VAR_4 ) - ( ( TYPE_3 . METHOD_2 ( ) ) - ( VAR_5 . get ( VAR_1 ) . get ( VAR_2 ) ) ) ; }","['Update TypeReference', 'Move BinaryOperator', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete FieldRead', 'Delete BinaryOperator']",318
"public void METHOD_1 ( ) { int a = TYPE_1 . METHOD_2 ( VAR_1 class ) ; TYPE_2 . METHOD_3 ( STRING_1 , ( a + STRING_2 ) ) ; }",public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 class ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",320
"public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . get ( VAR_4 ) ; if ( VAR_2 == null ) { VAR_2 = new TYPE_1 ( ) ; VAR_3 . put ( VAR_4 , VAR_2 ) ; } return VAR_2 ; }","public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . get ( VAR_1 ) ; if ( VAR_2 == null ) { VAR_2 = new TYPE_1 ( ) ; VAR_3 . put ( VAR_1 , VAR_2 ) ; } return VAR_2 ; }","['Insert VariableRead', 'Insert VariableRead', 'Delete TypeAccess', 'Delete TypeAccess']",321
public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_2 VAR_2 = TYPE_1 . METHOD_2 ( VAR_1 ) ; if ( METHOD_3 ( VAR_2 ) ) { VAR_3 = VAR_3 . METHOD_4 ( VAR_1 ) ; } else { java.lang.System.out.println ( STRING_1 ) ; } return this ; },public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { if ( METHOD_3 ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ) { VAR_3 = VAR_3 . METHOD_4 ( VAR_1 ) ; } else { java.lang.System.out.println ( STRING_1 ) ; } return this ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",322
"public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = this ; TYPE_1 VAR_2 = new TYPE_1 ( METHOD_2 ( ) ) ; VAR_2 . METHOD_3 ( STRING_1 ) ; VAR_3 . init ( this , STRING_2 , true , VAR_2 ) ; }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = this ; VAR_3 . init ( this , STRING_2 , false ) ; }","['Update Literal', 'Delete TypeReference', 'Delete Invocation', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead']",323
public void METHOD_1 ( ) { long start = TYPE_1 . METHOD_2 ( ) ; METHOD_3 ( ) ; java.lang.System.out.println ( ( STRING_1 + ( ( TYPE_1 . METHOD_2 ( ) ) - start ) ) ) ; },public void METHOD_1 ( ) { METHOD_3 ( ) ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete BinaryOperator', 'Delete Invocation']",325
"public TYPE_1 METHOD_1 ( ) { TYPE_2 VAR_1 = VAR_2 . METHOD_1 ( ) ; TYPE_1 VAR_3 = new TYPE_1 ( STRING_1 , STRING_2 , VAR_1 ) ; VAR_3 . METHOD_2 ( STRING_3 , VAR_4 ) ; return VAR_3 ; }","public TYPE_1 METHOD_1 ( ) { TYPE_2 VAR_1 = VAR_2 . METHOD_1 ( ) ; return new TYPE_1 ( STRING_1 , STRING_2 , VAR_1 ) ; }","['Move ConstructorCall', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead']",329
private void METHOD_1 ( TYPE_1 event ) { boolean VAR_1 = METHOD_2 ( ) ; if ( VAR_1 ) { VAR_2 . METHOD_3 ( ) ; } },private void METHOD_1 ( TYPE_1 event ) { VAR_2 . METHOD_3 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Block', 'Delete If']",330
public boolean METHOD_1 ( ) { double VAR_1 = 0 ; VAR_2 . METHOD_2 ( ) ; if ( ( VAR_2 . METHOD_3 ( ) ) == VAR_1 ) { return true ; } else { return false ; } },public boolean METHOD_1 ( ) { VAR_2 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( ) ; return false ; },"['Move Invocation', 'Move Return', 'Delete TypeReference', 'Delete Literal', 'Delete LocalVariable', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete Block', 'Delete If']",331
"public static void main ( java.lang.String [ ] args ) { TYPE_1 . METHOD_1 ( ( ( java.lang.String [ ] ) ( args ) ) ) ; TYPE_2 VAR_1 = new TYPE_2 ( VAR_2 , VAR_3 , STRING_1 ) ; TYPE_2 . METHOD_2 ( ) ; }",public static void main ( java.lang.String [ ] args ) { TYPE_1 . METHOD_1 ( ( ( java.lang.String [ ] ) ( args ) ) ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation']",332
"public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_2 ( ) ; TYPE_3 VAR_2 = VAR_3 . show ( METHOD_2 ( ) , STRING_1 ) ; }","public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_2 ( ) ; VAR_3 . show ( METHOD_2 ( ) , STRING_1 ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable']",333
"public java.lang.String getText ( java.lang.Object element ) { if ( element instanceof TYPE_1 ) { java.lang.String filename = METHOD_1 ( ( ( TYPE_1 ) ( element ) ) ) ; return TYPE_2 . METHOD_2 ( VAR_1 , filename ) ; } return super . getText ( element ) ; }",public java.lang.String getText ( java.lang.Object element ) { if ( element instanceof TYPE_1 ) { } return super . getText ( element ) ; },"['Delete TypeReference', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Return']",335
"private static void METHOD_1 ( TYPE_1 VAR_1 ) { try { java.lang.String response = TYPE_2 . METHOD_2 ( VAR_2 , VAR_1 . METHOD_3 ( ) ) ; } catch ( java.lang.Exception VAR_3 ) { VAR_3 . METHOD_4 ( ) ; } }",private static void METHOD_1 ( TYPE_1 VAR_1 ) { try { java.lang.System.out.println ( VAR_1 . METHOD_3 ( ) ) ; } catch ( java.lang.Exception VAR_3 ) { VAR_3 . METHOD_4 ( ) ; } },"['Update Invocation', 'Move Invocation', 'Insert FieldRead', 'Insert TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeReference', 'Delete LocalVariable']",337
